koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_srho,koi_prad,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff2,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky,is_confirmed,log_koi_period,log_koi_prad,log_koi_teq,log_koi_insol,log_koi_depth,stellar_density,planet_to_star_radius_ratio
0.0,0,1,0,0,40.24649897,161.306577,0.877,6.0203,159410.0,3.04889,97.54,89.21,768.0,82.27,63.91,0.3105,470.1604,1974.3575,420.9,2,32.0,1.0,0.5557,6594.0,4.051,-0.34,1.691,1.174,296.02509,43.234875,13.092,0.0,-0.5209,-0.2425,-0.14,0.0,0.1,0.07,0.1,0.286,-0.127,0.312,0,3.719566235724189,4.590462557115817,6.645090969505644,4.422088340247728,11.97924105174019,0.24279362208064761,0.528222024378145
0.957,0,1,0,0,2.27999662,133.640649,0.739,5.7777,12831.0,0.06824,20.74,73.84,2000.0,3775.07,2.657,0.3105,46.115246,738.1443,366.8,2,581.0,2.0,0.6471,6594.0,4.051,-0.34,1.691,1.174,296.02509,43.234875,13.092,0.0,-1.148,-0.2631,-0.00109,0.00011,-0.1,-0.15,0.16,0.125,-0.357,0.379,0,1.1878423919077166,3.0791538816930633,7.601402334583733,8.236439065229156,9.459697330106296,0.24279362208064761,0.1123162270412418
0.867,0,1,0,0,2.48658617,134.110364,0.079,2.7189,42122.0,1.74924,24.39,89.46,1461.0,1077.69,8.3,0.2736,60.935436,844.7347,91.6,1,534.0,1.0,1.0,5892.0,4.35,0.48,1.198,1.173,289.80521,46.491711,15.418,0.0,-0.0014,0.0767,-0.0018,0.0023,0.012,-0.009,0.015,-0.061,0.09,0.108,0,1.2489230827040703,3.234355395716587,7.2875606403097235,6.983502620920317,10.648349188782753,0.6822248868296511,0.1864371021299235
1.0,0,0,0,0,5.729317577,138.559971,0.597,1.1816,865.4,17.18007,2.41,88.9,850.0,123.03,31.0,0.2043,6.689879,41.12044,59.0,2,230.0,1.0,0.9073,5320.0,4.589,-0.06,0.786,0.882,293.6413,44.65704,14.809,,0.23,0.28,,-0.00019,0.08,0.12,0.14,0.13,0.27,0.3,1,1.9064737383667054,1.2267122912954256,6.7464121285733745,4.820523471827238,6.764346695686781,1.8163558918804146,0.02807836777302426
1.0,0,0,0,0,11.776132317,142.705753,0.54,2.8971,1430.8,2.81699,2.08,88.87,446.0,9.37,27.4,0.2589,20.594381,137.93265,163.5,3,114.0,1.0,0.3215,3980.0,4.722,-0.2,0.54,0.56,294.12143,48.349522,13.738,0.0,0.482,0.501,0.000634,-0.000634,-0.245,0.1,0.263,0.206,0.8,0.83,1,2.5475787675434893,1.1249295969854831,6.102558594613569,2.3389170222414357,7.266687672962084,3.55636843977036,0.03527336860670194
1.0,0,0,0,0,11.60908533,133.99324,0.03,2.2603,489.3,8.98583,1.71,89.96,671.0,48.06,40.0,0.2043,5.624894,21.786615,34.1,2,117.0,2.0,0.7008,5320.0,4.589,-0.06,0.786,0.882,293.6413,44.65704,14.809,,0.44,-0.02,,4e-05,0.03,-0.09,0.09,0.08,0.07,0.11,1,2.534417612056564,0.9969486348916095,6.51025834052315,3.893044038830343,6.195017448657188,1.8163558918804146,0.019922825266336715
,0,1,0,1,0.530967162,133.849416,1.167,3.3659,244.9,0.1144,23.72,12.61,2704.0,12644.75,1.195,0.3095,6.7213206,24.16605,125.5,1,1262.0,1.0,,6449.0,4.316,-0.24,1.193,1.069,288.86734,44.61573,13.586,0.0,4.63,-3.35,-0.000325,0.000252,-0.3,-0.87,0.92,-0.12,-0.77,0.78,0,0.42589966771919685,3.20761263258949,7.902857191280582,9.4450764693262,5.504924949222147,0.629587902084348,0.18207553832029943
0.927,0,0,0,0,40.05881661,169.91063,0.819,5.595,1239.4,0.49325,3.43,88.65,489.0,13.57,34.7,0.2622,11.998382,46.182766,62.6,1,32.0,1.0,0.0501,5668.0,4.545,-0.02,0.868,0.963,286.01587,45.007771,14.862,0.36,0.09,-0.18,-0.00018,0.00019,-0.11,-0.01,0.11,-0.23,-0.046,0.24,1,3.715005590181787,1.4883995840570443,6.194405391104672,2.6789646202071133,7.123189187226294,1.4725400366968597,0.03618693134822167
0.999,0,0,0,0,6.09747233,354.05919,0.012,3.431,217.6,1.32778,2.22,89.95,1197.0,485.84,13.768,0.26,3.9971976,13.949024,17.4,3,183.0,3.0,0.4297,5661.0,4.09,0.16,1.522,1.04,288.91644,39.594711,15.151,0.001,0.68,-0.5,-0.00019,0.0003,-0.62,-0.28,0.68,-0.76,-0.05,0.76,1,1.9597387108015603,1.169381359556317,7.088408778675395,6.187935527006356,5.387243575742438,0.29497783378857223,0.013357207838153962
0.991,0,0,0,0,56.637918,135.51975,0.298,6.172,589.7,1.90042,3.68,89.75,570.0,24.87,68.6,0.26,6.6247206,17.116478,20.9,3,21.0,2.0,0.2421,5661.0,4.09,0.16,1.522,1.04,288.91644,39.594711,15.151,0.049,0.37,0.23,-0.00036,0.00046,-0.05,-0.56,0.56,-0.13,-0.35,0.38,1,4.054180649729472,1.5432981099295553,6.3473892096560105,3.2530839961979376,6.38130827431319,0.29497783378857223,0.0221416778578408
0.0,0,0,1,1,2.243016513,133.45086,0.737,2.721,299.6,0.34209,1.37,80.58,1167.0,438.46,4.5,0.2665,4.89591,40.967316,59.1,1,484.0,1.0,0.2058,5462.0,4.614,-0.4,0.732,0.812,296.65308,39.322689,13.98,0.0,-54.69,-93.96,0.01459,0.02483,-3.62,-8.19,8.95,-3.4,-8.5,9.15,0,1.1765039192024425,0.8628899551470399,7.0630481633881725,6.085546700469121,5.705780477318874,2.0702499654482422,0.017139054024299927
0.0,0,1,1,1,8.6531216,134.30147,1.214,4.39,654.8,0.01816,22.58,73.02,772.0,84.05,4.16,0.224,5.827954,28.871054,35.7,2,156.0,1.0,0.2626,5421.0,4.564,0.21,0.852,0.969,289.7439,39.286301,15.454,0.0,-0.8,-1.21,0.00044,0.00069,-2.34,-3.04,3.83,-2.35,-3.11,3.89,0,2.267281344907201,3.160398895109225,6.650279048587422,4.44323931884187,6.4858558644105475,1.5667690819474365,0.2426954891743624
1.0,0,0,0,0,8.99088621,136.73923,0.77,4.2447,469.7,0.30277,2.78,85.95,960.0,200.35,10.9,0.2844,9.809175,72.13723,93.6,2,147.0,1.0,0.3623,5881.0,4.315,0.07,1.171,1.032,297.71185,45.261921,13.431,0.947,0.12,0.21,6e-06,-1.1e-05,-0.02,0.15,0.15,0.14,0.36,0.38,1,2.301673298435698,1.3297240096314962,6.8679744089702925,5.305044687297463,6.154220948407096,0.6427010539115885,0.021740286471285612
0.0,0,1,0,0,34.064566412,150.452048,0.524,9.6114,28450.0,0.35901,15.57,88.93,570.0,25.0,28.03,0.3029,212.7149,1048.8611,1305.9,1,41.0,1.0,0.6476,6161.0,4.517,-0.46,0.892,0.955,293.38663,45.87027,15.443,0.0,-0.059,-0.012,0.0019,-0.0006,-0.008,0.003,0.008,-0.064,-0.03,0.071,0,3.5571911166479144,2.8075938314384716,6.3473892096560105,3.258096538021482,10.255938588321637,1.3455777849576993,0.15984575962154438
0.0,0,1,0,0,4.350087749,134.800238,0.986,2.6428,23593.0,0.85242,24.77,84.03,1136.0,393.2,9.48,0.2889,137.98947,1435.2046,192.2,1,302.0,1.0,0.8058,6060.0,4.495,-0.14,0.953,1.036,283.18909,45.36417,14.855,0.019,-0.0909,-0.0414,0.0002,-0.0002,-0.008,0.01,0.013,-0.018,0.005,0.019,0,1.677112962455652,3.2492110246642736,7.036148493750536,5.97685839471862,10.068747721401788,1.1969639029088648,0.23801836498583612
0.0,0,1,0,0,1.744101106,134.50867,0.618,1.5497,9681.4,2.95724,7.21,85.46,1016.0,251.54,7.81,0.0338,31.828787,510.0253,152.6,1,767.0,1.0,1.0,4368.0,4.593,0.26,0.703,0.706,294.91586,45.783871,15.702,0.006,0.104,-0.349,-0.0005,0.0,0.044,-0.042,0.061,0.058,-0.217,0.225,0,1.0094535553947463,2.105352923464337,6.92461239604856,5.531569652010535,9.178065083424395,2.0320702887241167,0.09391983076193602
0.0,0,1,0,0,7.981187121,133.802114,1.036,1.8071,7609.5,1.91667,18.75,86.81,966.0,205.88,18.62,0.3032,60.878593,481.54474,202.1,1,171.0,1.0,0.9109,6217.0,4.472,-0.22,0.989,1.056,293.70905,45.286388,14.36,0.0,-0.077,0.02,0.00062,-0.00105,-0.023,0.01,0.025,-0.014,-0.036,0.038,0,2.195132069679423,2.9831534913471307,6.874198495453294,5.332138915023547,8.937284151719721,1.0916289468980398,0.17361304014489048
0.087,0,0,1,0,4.118775582,357.261244,0.754,3.76,2647.7,0.2643,4.48,83.0,1067.0,306.75,6.19,0.2979,11.3066435,83.22578,125.6,1,283.0,1.0,0.6786,5944.0,4.579,-0.5,0.802,0.905,297.60529,45.36068,15.797,0.0,-3.543,1.112,0.0046,-0.00182,-1.75,0.794,1.92,-3.525,1.175,3.716,0,1.6329152663112716,1.7011051009599243,6.97354301952014,5.729287765064563,7.881824232575647,1.7543872980901825,0.05115416586738283
0.0,0,1,1,0,0.971933156,133.853925,1.42,1.9265,4786.0,0.26032,50.75,52.85,1754.0,2240.48,2.351,0.2396,36.834618,438.0961,223.1,1,1376.0,1.0,0.0046,5592.0,4.445,-0.08,0.931,0.883,297.89658,43.563889,15.289,0.0,-10.4,7.253,0.02664,-0.01825,-2.807,2.147,3.535,-2.822,2.114,3.526,0,0.6790143590542185,3.9464244321454784,7.470224135899966,7.714891640959212,8.473659189392508,1.0942376674870007,0.49918752926271714
0.0,0,1,0,0,121.5991278,137.27469,5.011,15.1596,10537.0,0.27145,379.63,85.18,358.0,3.87,59.6,0.2979,605.151,1680.0522,297.0,1,11.0,1.0,0.7994,6036.0,4.551,-0.44,0.847,0.931,294.54739,43.533691,14.6,0.0,-0.0035,0.0717,-0.0032,0.0037,0.018,-0.026,0.031,0.027,0.039,0.048,0,4.80891990928431,5.94182777466688,5.883322388488279,1.5830939370944985,9.262743050769231,1.532143524431682,4.104445338211572
1.0,0,0,0,0,7.886632468,360.514132,0.048,5.2147,6331.2,0.57917,8.99,89.78,996.0,232.07,12.3949,0.2676,44.01799,340.98322,392.3,1,145.0,1.0,0.5002,5847.0,4.304,-0.12,1.135,0.946,295.095,43.537579,15.014,0.0,-0.105,0.002,0.00135,0.00129,-0.025,-0.027,0.036,0.004,-0.009,0.009,1,2.18454817776297,2.301584592660462,6.904750769961838,5.4513388376304395,8.753403006099056,0.6469989141737302,0.07253392715947782
1.0,0,0,0,0,8.027681123,360.171355,0.495,3.0942,8725.4,2.07468,8.43,88.52,824.0,109.35,19.19,0.224,52.73975,459.2871,461.5,1,142.0,1.0,0.9255,5569.0,4.546,0.21,0.887,1.009,289.60382,46.314949,15.57,0.0,0.165,-0.339,2e-05,-0.00605,-0.046,0.058,0.074,0.022,-0.022,0.031,1,2.200295537440929,2.2438960966453663,6.715383386334681,4.703657132702745,9.07410819265127,1.4458402368920813,0.0870324714744106
,0,0,0,0,704.962626,492.77178,0.8495,18.003,2319.1,0.24101,4.53,89.95,178.0,0.24,185.0,0.218,,,96.1,1,,,,5305.0,4.489,-0.26,0.818,0.753,283.25681,45.08778,13.354,,,,,,,,,,,,1,6.55956229841494,1.7101878155342436,5.187385805840755,0.2151113796169455,7.749365567179704,1.3757358834991924,0.05071334533437224
0.936,0,0,0,0,50.28635977,167.63351,0.018,6.3212,1119.3,1.8368,3.88,89.98,543.0,20.59,62.62,0.2868,23.326159,91.00462,99.5,1,24.0,1.0,0.6261,5900.0,4.309,0.0,1.167,1.012,299.22162,44.693871,13.672,0.0,0.13,-0.11,-0.00012,-0.00058,0.08,0.145,0.17,0.12,0.17,0.21,1,3.93742482539833,1.5851452198650557,6.298949246855942,3.072230244526716,7.021351785564677,0.6367485202422131,0.030446560009542014
1.0,0,0,0,0,22.79020351,138.68515,0.036,5.0394,617.9,1.60255,2.57,89.94,634.0,38.27,35.303,0.224,7.908446,40.07861,47.7,2,58.0,1.0,0.1098,5478.0,4.354,0.16,1.053,0.914,285.0361,45.07106,14.766,0.0,0.83,-0.78,0.00036,-0.00061,-3.5,3.73,5.12,-0.06,-0.13,0.15,1,3.1692738787129136,1.2725655957915476,6.453624998892692,3.6704608685899185,6.427943708745316,0.7828185028526418,0.0223502360254497
1.0,0,0,0,0,13.26079792,139.0988,0.22,3.912,199.4,1.80709,1.47,89.51,760.0,78.79,25.61,0.224,4.787258,14.653385,17.6,2,97.0,2.0,0.5118,5478.0,4.354,0.16,1.053,0.914,285.0361,45.07106,14.766,0.028,0.83,-1.05,0.00012,-0.00014,-3.84,3.46,5.17,-0.27,-0.25,0.36,1,2.6575143685399354,0.9042181506398859,6.634633357861686,4.379398183320189,5.3003153692107094,0.7828185028526418,0.012783987142961502
0.0,0,1,1,1,1.061932545,133.850441,0.713,2.1429,133.6,0.38294,2.29,75.43,2508.0,9391.15,2.84,0.303,5.663719,23.225883,80.2,1,1261.0,1.0,0.8469,6134.0,3.975,-0.08,1.851,1.179,288.90253,44.632992,12.953,0.0,2.77,-2.77,-0.000144,0.000178,0.23,-2.22,2.23,0.51,-1.87,1.94,0,0.7236436716746106,1.1908875647772805,7.827639546366422,9.147629512979524,4.902307417210627,0.18590648895942022,0.011329387342353307
1.0,0,0,0,0,127.8334997,293.41845,0.416,10.914,1829.9,0.71826,9.46,89.72,554.0,22.21,85.3,0.3218,20.093134,52.61262,76.9,1,10.0,1.0,0.2702,6505.0,3.973,0.36,2.17,1.613,291.02014,39.22068,13.968,0.241,-0.17,-0.2,0.00014,0.00023,-0.11,-0.083,0.141,-0.22,-0.155,0.267,1,4.858520870691004,2.347558458636777,6.318968113746434,3.1445832202863455,7.512562928218559,0.1578538453460958,0.03992167586637633
1.0,0,0,0,0,10.21864532,136.8622,0.416,3.802,445.3,1.2684,2.33,88.76,920.0,169.13,19.13,0.2889,5.7127614,22.117716,26.6,4,107.0,1.0,0.0827,6100.0,4.376,-0.12,1.083,1.017,296.35867,39.115189,14.82,0.208,0.32,0.11,0.00027,-0.00012,-0.05,0.03,0.06,-0.11,0.04,0.12,1,2.4175771548372205,1.2029723039923526,6.825460036255307,5.136562850694046,6.100991371635224,0.8006368648228028,0.019701751003690062
1.0,0,0,0,0,15.573637,132.44282,0.946,5.326,468.1,0.05472,2.94,83.89,799.0,96.38,8.89,0.2889,4.5033374,18.62881,24.7,4,68.0,2.0,0.7735,6100.0,4.376,-0.12,1.083,1.017,296.35867,39.115189,14.82,0.504,0.95,0.22,-2e-05,-0.00017,-0.23,0.42,0.48,-0.29,0.41,0.51,1,2.8078133004131405,1.3711807233098425,6.684611727667927,4.578620850754555,6.150815965334412,0.8006368648228028,0.024859720150578878
1.0,0,0,0,0,40.1015561,132.71244,0.868,5.246,550.0,0.38042,2.92,88.44,583.0,27.31,31.9,0.2889,4.6376443,14.215786,19.0,4,26.0,3.0,0.2817,6100.0,4.376,-0.12,1.083,1.017,296.35867,39.115189,14.82,0.008,-0.75,0.39,0.00089,-0.00029,-0.15,0.13,0.2,-0.24,0.11,0.27,1,3.7160459820993363,1.366091653802371,6.369900982828227,3.343215099123808,6.311734809152915,0.8006368648228028,0.02469060640805793
1.0,0,0,0,0,4.45814897,134.39743,0.754,2.867,188.1,0.50387,1.61,84.65,1212.0,511.6,8.09,0.2889,3.0950994,11.357054,14.3,4,210.0,4.0,0.0296,6100.0,4.376,-0.12,1.083,1.017,296.35867,39.115189,14.82,0.0,1.2,-2.7,-5e-05,0.00045,-0.5,-1.16,1.26,-0.55,-1.17,1.29,1,1.6971097157942179,0.9593502213346021,7.10085190894405,6.239495813929971,5.242275975664412,0.8006368648228028,0.013613656272936052
0.0,0,1,1,1,5.663621501,133.89009,0.169,1.2968,1225.0,23.08425,2.47,89.72,774.0,84.76,33.95,0.1611,17.767805,58.371937,39.8,1,239.0,1.0,0.4802,4917.0,4.601,-0.08,0.723,0.761,284.79102,45.228989,15.444,0.0,-7.84,31.62,0.0051,-0.02146,-1.679,5.083,5.353,-2.074,5.007,5.419,0,1.896663105682471,1.244154593958768,6.652863029353347,4.451552697322492,7.111512116496157,2.01358406143382,0.03128498979121386
1.0,0,0,0,0,6.230335,181.29566,0.808,1.6493,1449.2,3.27897,3.7,87.55,875.0,138.33,18.88,0.224,4.3945165,31.01034,31.6,1,209.0,1.0,0.2825,5477.0,4.557,0.21,0.865,0.983,284.20966,45.25808,15.977,0.004,0.04,0.63,-0.00017,-0.00077,0.08,-0.17,0.19,0.05,-0.14,0.15,1,1.9782853698137126,1.547562508716013,6.775366090936392,4.936845220125501,7.279456756937492,1.5188161114251708,0.03917084841940333
1.0,0,0,0,0,12.49340725,138.462232,0.594,2.2614,715.7,5.32867,2.2,89.04,649.0,42.08,35.3,0.1959,11.230513,66.14145,76.2,1,107.0,1.0,0.3994,5207.0,4.561,0.0,0.795,0.84,291.02185,37.769791,13.575,0.006,-0.07,-0.41,0.00025,0.00012,-0.173,0.085,0.193,0.142,0.398,0.42,1,2.6022012143099302,1.1631508098056809,6.476972362889683,3.7630588522881876,6.574657342999874,1.6717752835487605,0.02534153477549704
1.0,0,0,0,0,6.62643441,183.98789,0.111,3.1752,814.6,1.85556,2.54,89.61,895.0,151.59,16.27,0.224,5.7464237,32.735558,40.6,2,194.0,1.0,0.0568,5616.0,4.529,0.16,0.903,1.006,287.392,46.059311,15.843,0.03,0.8,-0.39,-0.00051,0.00025,0.01,-0.13,0.13,0.17,-0.23,0.29,1,2.0316204241455127,1.264126727145683,6.79794041297493,5.0277545859036445,6.7039240387003005,1.366264329119865,0.025758663632417786
0.992,0,0,0,0,3.70122061,180.27172,0.178,2.523,327.4,1.95604,1.62,89.09,1087.0,330.02,11.23,0.224,3.8851697,15.119538,19.6,2,337.0,2.0,0.1236,5616.0,4.529,0.16,0.903,1.006,287.392,46.059311,15.843,0.014,1.88,0.36,-0.00054,-0.00014,0.17,-0.58,0.6,0.32,-0.68,0.75,1,1.5478221792540194,0.9631743177730056,6.992096427415888,5.802178796512394,5.794232377578273,1.366264329119865,0.01642875397028221
1.0,0,0,0,0,13.73474071,142.32752,0.941,2.769,746.4,0.41658,2.71,86.64,634.0,38.11,16.08,0.2175,5.1127725,26.276468,31.0,1,99.0,1.0,0.1182,5196.0,4.524,-0.3,0.772,0.726,286.91711,38.872219,15.187,0.0,-1.42,-0.59,0.00119,0.00059,0.14,-0.16,0.22,0.19,-0.13,0.23,1,2.69020801915665,1.3110318766193438,6.453624998892692,3.666378188767423,6.616600517051383,1.5779190511356356,0.03214617851923551
1.0,0,0,0,0,14.55387488,134.11669,0.955,6.973,319.7,0.01771,3.45,80.57,939.0,183.48,5.83,0.3052,5.1334195,21.42414,26.8,1,75.0,1.0,0.4522,6143.0,4.177,0.14,1.507,1.246,293.59583,39.02948,14.377,0.009,-0.57,-0.85,0.00014,0.00021,0.09,-0.29,0.31,-0.13,-0.3,0.33,1,2.7443097960074017,1.4929040961781488,6.84587987526405,5.217541056520749,5.770506106699109,0.36406446019794486,0.020964437022831184
0.0,0,1,1,1,0.895277575,133.411986,0.928,2.711,534.5,0.07361,9.27,50.55,4253.0,77480.31,1.461,0.2795,49.070526,202.25903,132.1,1,1499.0,1.0,0.0789,8040.0,3.707,-0.08,3.325,2.053,298.34421,45.40992,13.574,0.0,-275.6,-397.62,0.04832,0.06975,-5.711,-7.907,9.754,-5.91,-7.99,9.938,0,0.6393653053801569,2.329227023940467,8.355614995760183,11.257792024967056,6.283200889887803,0.0558488198561869,0.02553086011732628
0.976,0,0,0,0,81.0637895,139.53492,0.584,3.001,476.0,14.84249,3.01,89.81,511.0,16.12,172.8,0.305,5.0436325,12.769576,19.4,4,17.0,4.0,0.1192,6198.0,4.237,-0.04,1.324,1.101,300.51712,44.38158,13.914,0.489,0.87,-0.66,-4e-05,0.00021,0.12,-0.18,0.22,0.15,-0.26,0.3,1,4.407496865572459,1.3887912413184778,6.238324625039508,2.840247370713596,6.1675164908883415,0.47437671535654324,0.020818808583159033
1.0,0,0,0,0,24.8056775,145.07526,0.007,6.148,624.4,0.96343,2.16,89.99,588.0,28.22,31.527,0.2521,6.770865,32.728817,39.4,5,52.0,2.0,0.6348,5600.0,4.455,-0.36,0.872,0.793,284.67728,44.79768,15.204,0.083,-0.22,-0.52,0.00012,0.00029,-0.13,0.02,0.13,-0.17,-0.02,0.18,1,3.2505945258578657,1.1505720275988207,6.3784261836515865,3.3748534063225533,6.438391445023741,1.195979491578953,0.022683738280068554
1.0,0,0,0,0,13.02493307,138.176157,0.004,4.5706,778.4,1.24113,2.88,89.99,786.0,90.1,22.327,0.2622,17.771702,94.94626,119.3,6,99.0,2.0,0.4705,5657.0,4.364,0.0,1.046,0.921,297.11511,41.909142,13.709,0.001,0.11,0.324,-0.000134,0.000123,-0.11,0.12,0.16,-0.15,0.26,0.3,1,2.6408366792048596,1.355835153635182,6.668228248417403,4.511957804265912,6.658524392904609,0.8047566546245245,0.025213791944193473
1.0,0,0,0,0,44.3471936,161.31738,0.273,6.43,791.7,1.36005,2.45,89.7,484.0,13.0,52.1,0.2521,8.786249,31.948462,40.5,5,33.0,1.0,0.2235,5600.0,4.455,-0.36,0.872,0.793,284.67728,44.79768,15.204,0.471,-0.38,-0.02,0.00027,-3e-05,0.12,0.11,0.17,0.07,0.09,0.11,1,3.814348291515104,1.2383742310432684,6.184148890937483,2.639057329615259,6.67544483984311,1.195979491578953,0.025729240178781462
0.896,0,0,0,0,9.2207691,138.0072,0.037,4.907,140.0,0.6798,1.02,89.85,817.0,105.63,14.511,0.2521,3.6763635,11.264972,13.2,5,137.0,4.0,0.2797,5600.0,4.455,-0.36,0.872,0.793,284.67728,44.79768,15.204,0.02,-1.5,1.5,0.00019,-0.00021,0.13,-1.48,1.49,0.08,-1.49,1.49,1,2.324421836347219,0.7030975114131134,6.706862336602747,4.669364898030088,4.948759890378168,1.195979491578953,0.01071176529892126
0.992,0,0,0,0,13.6396648,141.7301,0.105,5.425,162.7,0.73488,1.1,89.69,717.0,62.6,19.33,0.2521,4.0561986,11.99926,13.3,5,96.0,3.0,0.8593,5600.0,4.455,-0.36,0.872,0.793,284.67728,44.79768,15.204,0.883,0.0,0.2,-1e-05,-5e-05,0.65,-0.51,0.82,0.53,-0.51,0.74,1,2.6837346120961807,0.7419373447293773,6.576469569048224,4.152613470346076,5.098035484377089,1.195979491578953,0.011551903753738615
1.0,0,0,0,0,1.922799706,134.50174,0.036,1.8604,259.7,2.6452,1.28,89.74,1215.0,514.44,8.026,0.1914,3.8570523,24.998684,30.1,1,700.0,1.0,0.6009,5194.0,4.559,0.14,0.815,0.879,285.61746,39.379532,14.829,0.219,-0.17,-0.65,-3e-05,0.0001,0.02,0.05,0.05,-0.09,-0.08,0.12,1,1.072541960346444,0.8241754429663495,7.103322062526113,6.245020904830387,5.563370320939456,1.6237383527599285,0.014382345670689231
1.0,0,0,0,0,3.222975318,178.0701,0.33,2.9247,232.7,0.96758,1.47,87.67,1239.0,558.65,8.1,0.2711,4.374672,26.349789,31.3,3,413.0,1.0,0.6705,5823.0,4.427,-0.24,0.96,0.899,292.27612,39.550179,14.609,0.285,0.26,0.34,-0.0001,-6e-05,-0.1,-0.11,0.15,-0.2,-0.11,0.23,1,1.4405399312745322,0.9042181506398859,7.122866658599083,6.327311588335276,5.454038241544812,1.0161223234953705,0.014022435897435898
1.0,0,0,0,0,4.16811839,134.89621,0.709,2.8084,263.0,0.62014,2.28,85.09,1277.0,628.73,8.29,0.2638,4.0712295,22.689085,26.7,1,324.0,1.0,0.397,5689.0,4.202,0.14,1.313,1.0,284.58255,39.220211,14.801,0.614,-0.73,-0.34,8e-05,-4e-05,-0.04,-0.01,0.04,0.03,-0.05,0.06,1,1.6425086744996438,1.1878434223960523,7.15305163493748,6.445291156094025,5.575949103146316,0.44177976692200477,0.015901843776938977
1.0,0,0,0,0,5.82348911,354.99602,0.877,2.2441,888.7,0.70474,3.0,85.35,955.0,196.33,10.81,0.2711,5.18657,33.193825,38.1,1,195.0,1.0,0.276,5774.0,4.526,-0.22,0.864,0.916,285.96786,45.739071,15.898,0.001,-0.57,0.77,0.00033,0.00051,0.64,-1.51,1.64,0.011,-0.06,0.06,1,1.9203709407396028,1.3862943611198906,6.862757913051401,5.284877454181334,6.790884327250722,1.4202154937001477,0.0317969067969068
0.0,0,1,1,0,9.41475056,142.32936,1.148,4.736,483.4,0.01108,19.33,72.08,962.0,202.58,3.73,0.3124,18.70901,67.89688,55.2,1,148.0,1.0,0.7452,6406.0,4.436,-0.34,1.033,1.061,293.17416,45.521229,13.66,0.0,18.6,19.67,-0.004546,-0.004698,4.194,4.46,6.122,4.054,4.516,6.069,0,2.3432231243541164,3.012097627640255,6.870053411798126,5.316059048024194,6.182911011678937,0.962530321190644,0.17135977929782384
,1,0,0,0,0.56669006,133.81294,0.7102,2.1674,104.6,0.26762,1.52,64.74,2955.0,18023.71,1.656,0.3222,,,53.8,1,,,,6899.0,4.273,-0.16,1.386,1.321,294.79001,45.391621,13.44,,,,,,,,,,,,0,0.4489651518513169,0.924258901523332,7.991592282068092,9.799498873258122,4.659658371272161,0.4961501497673359,0.010042867185724329
1.0,0,0,0,0,7.13969705,137.18652,0.027,3.981,512.9,1.0168,2.24,89.89,965.0,205.23,13.99,0.2844,4.504234,24.798525,27.8,1,186.0,1.0,0.8873,6014.0,4.486,0.07,0.993,1.101,295.92609,45.383862,15.906,0.117,-0.52,-0.22,0.00035,0.00014,0.1,-0.09,0.14,0.32,0.0,0.32,1,2.096752961877145,1.1755733298042381,6.873163834212518,5.328992050815955,6.242028693998184,1.1244485104747695,0.020657422470111292
1.0,0,0,0,0,18.75470238,141.7172,0.034,3.0331,995.3,6.15483,1.67,89.96,382.0,5.03,48.55,0.2589,5.7636924,26.414825,33.2,1,71.0,1.0,0.1122,3976.0,4.721,-0.2,0.54,0.559,290.47995,45.6007,15.473,0.0,0.04,-1.77,-0.0002,0.00157,0.06,-0.14,0.15,-0.1,-0.35,0.37,1,2.983391558196843,0.9820784724121581,5.948034989180646,1.7967470107390942,6.90404841705081,3.5500177818421985,0.02832044498711165
0.001,0,0,1,0,3.00363219,135.64129,0.727,3.732,101.2,0.17722,1.43,80.46,1571.0,1441.44,4.39,0.3036,6.0075073,30.406467,38.5,1,361.0,1.0,0.1567,6309.0,4.217,-0.28,1.32,1.046,293.64841,38.976021,12.476,0.0,97.78,-34.22,-0.01086,0.003816,10.58,-3.64,11.19,10.74,-3.48,11.29,0,1.3872019965941664,0.8878912573524571,7.360103972989152,7.2740914030631085,4.626931677769604,0.4547889361938948,0.00992063492063492
0.997,0,0,0,0,11.30123036,134.91855,0.117,4.022,277.1,1.50389,1.85,89.69,852.0,124.42,21.65,0.2555,3.6112437,15.954517,18.5,1,117.0,1.0,0.1431,5730.0,4.34,0.16,1.122,1.005,292.00681,38.820728,14.981,0.31,0.4,-0.65,-0.00014,0.00018,0.25,-0.24,0.35,0.24,-0.22,0.33,1,2.5096992866440706,1.0473189942805592,6.748759547491679,4.831668105114875,5.627980761239919,0.7115206207511491,0.015099279805162156
