koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_bin_oedp_sig,koi_model_dof,koi_model_chisq,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky,is_confirmed
0.0,0,0,1,1,0.93374073,131.5337,2454964.534,0.0,,0.009,4.296,,147.6,0.010704,0.12322,0.84,0.0168,89.72,1371.0,831.95,1.784,0.0,0.0,0.1142,0.6188,3.8258924,10.339386,13.4,1,1443.0,1.0,0.9769,,,4753.0,4.585,-0.06,0.717,0.72,,292.19189,47.690102,13.007,13.535,12.951,12.781,,14.509,13.768,13.329,0.0,19.479305,47.69176,-5.6,6.0,0.00032,-0.00036,-0.91,1.82,2.04,-1.16,1.54,1.93,0
0.0,0,0,0,1,0.93369659,131.5867,2454964.587,0.0,,0.57,4.444,,81.4,0.008526,0.07856,0.78,0.0182,68.2,1680.0,1891.43,1.536,0.0,0.0,0.2396,0.4415,3.419501,8.41551,10.8,1,1224.0,1.0,0.9933,,,5619.0,4.558,-0.1,0.838,0.927,,292.19583,47.661518,15.983,16.564,15.906,15.734,15.565,14.628,14.206,14.081,0.394,19.479737,47.66184,0.6,1.2,-3.7e-05,-6.7e-05,-1.1,-1.76,2.08,-1.12,-1.55,1.91,0
0.0,1,0,1,1,0.9337473,132.4461,2454965.446,0.0,,0.385,3.446,,64.6,0.007434,0.18433,0.6,0.0174,79.11,1625.0,1652.84,2.04,0.0,0.0,0.2865,0.3556,3.4886534,8.739529,9.5,1,1440.0,1.0,0.3882,,,5649.0,4.606,-0.5,0.741,0.841,,292.26321,47.643478,15.759,16.307,15.717,15.524,15.397,14.446,14.083,14.042,0.0,19.484351,47.64406,5.0,2.1,-0.00032,-0.00013,0.62,-1.43,1.56,0.51,-1.45,1.53,0
,1,0,0,0,677.35794,234.634,2455067.634,0.0,,0.8359,9.698,,322.4,0.0185,1.23373,7.12,1.8282,89.95,388.0,5.35,310.0,0.0,0.0,0.3135,0.3136,6.768903,8.537511,11.2,1,3.0,2.0,,,,6335.0,3.593,0.22,3.523,1.774,,291.76938,49.075165,10.808,11.261,10.831,,,9.841,9.661,9.601,0.039,19.451296,49.07554,0.14,1.34,-6e-05,-0.00034,-1.7,0.1,1.7,-2.1,1.1,2.4,0
0.0,1,0,0,0,4.0551242,134.6871,2454967.687,0.0,,0.008,12.0,,148.7,0.011315,0.02209,3.13,0.0606,89.83,2013.0,3887.31,2.68,0.0,0.0,0.3372,0.252,4.5642247,11.53765,9.3,1,336.0,1.0,0.8314,,,7064.0,3.888,0.16,2.531,1.806,,295.95383,49.374859,13.397,13.59,13.332,13.316,13.303,12.537,12.377,12.393,0.021,19.7302491,49.374905,-0.24,0.16,4.3e-05,-3.4e-05,-0.05,0.11,0.12,-0.02,0.17,0.17,0
0.0,1,0,0,0,21.6817115,137.009,2454970.009,0.0,,0.27,7.18,,73.5,0.007929,0.4531,0.89,0.1566,89.31,713.0,60.99,22.41,0.0,0.0,0.3032,0.3147,4.16004,8.32201,6.9,1,64.0,1.0,0.5737,,,6297.0,4.448,-0.2,1.031,1.084,,296.82455,49.68491,14.491,14.881,14.449,14.324,14.286,13.428,13.185,13.141,0.522,19.788317,49.68476,0.46,-0.5,-2.7e-05,5.2e-05,0.48,1.51,1.59,0.42,1.36,1.42,0
,1,0,0,0,466.08101,166.4321,2454999.432,0.0,,0.0964,23.69,,180.1,0.012285,0.30254,2.13,1.2343,89.95,305.0,2.05,151.5,0.0,0.0,0.2947,0.3433,10.660132,8.733687,14.1,1,3.0,1.0,,,,6098.0,4.097,0.04,1.59,1.152,,288.66644,50.982529,12.159,12.561,12.093,11.986,11.962,11.073,10.776,10.737,0.034,19.244393,50.98234,-1.27,-0.7,0.00027,0.00013,-0.82,-1.7,1.9,-1.01,-2.0,2.3,0
,1,0,0,0,0.66573903,131.6585795,2454964.659,,,,1.27,,,,,,,,,,,,,,,6.1370883,7.601143,,1,2007.0,1.0,,,,,,,,,,289.52319,51.069191,13.362,14.033,13.324,13.074,12.93,11.897,11.379,11.334,0.0,19.301498,51.06878,-1.7,-1.5,5.4e-05,6e-05,-0.02,-0.4,0.4,-0.06,-0.4,0.4,0
0.0,1,0,0,1,3.796383639,135.2015074,2454968.202,0.0,,0.649,8.6711,,31.1,0.005366,0.02547,0.71,0.0487,76.03,1323.0,724.17,2.687224,0.0,0.0,0.2868,0.3588,5.070609,11.125593,24.5,2,270.0,3.0,0.9222,,,6017.0,4.3,0.04,1.21,1.064,,295.71942,45.747559,12.239,12.691,12.19,12.045,12.012,11.139,10.84,10.784,,19.714657,45.74703,1.11,-1.92,,4e-05,1.18,-1.6,2.0,1.19,-1.7,2.1,0
,1,0,0,0,0.71059239,132.08465,2454965.085,0.0,,0.9638,4.92,,280.6,0.019379,0.03981,3.92,0.0182,18.91,3318.0,28640.03,1.02,0.0,0.0,0.338,0.2269,5.885691,8.253043,22.8,2,1281.0,2.0,,,,7454.0,4.107,-0.04,1.853,1.602,,296.77271,47.158539,13.362,13.527,13.307,13.308,13.321,12.585,12.391,12.356,0.067,19.7848352,47.158571,-0.47,0.11,2.8e-05,-1e-06,-0.02,-0.04,0.04,-0.07,-0.01,0.07,0
0.0,1,0,0,0,3.36379289,132.9065,2454965.907,0.0,,1.159,23.7,,136.3,0.170311,0.00272,44.77,0.0489,9.73,1840.0,2712.28,1.176,0.0,0.0,0.2865,0.3671,3.7904692,10.51384,36.9,2,400.0,1.0,0.8357,,,5947.0,3.814,0.18,2.407,1.378,,298.74335,40.07214,13.931,14.527,13.878,13.676,13.553,12.604,12.303,12.227,0.018,19.916265,40.07204,1.68,-0.36,-7.1e-05,-2.9e-05,-0.02,0.25,0.25,-0.18,-0.15,0.24,0
0.0,0,0,0,1,0.907818056,131.91608,2454964.916,0.0,,0.037,1.679,,29.5,0.005001,1.68704,0.55,0.0188,89.5,2012.0,3871.99,4.19,0.0,0.0,0.3032,0.3147,3.8803325,11.369061,13.2,2,1471.0,1.0,0.9356,,,6210.0,4.456,-0.16,1.014,1.067,,291.6535,41.741772,13.532,13.906,13.473,13.371,13.319,12.476,12.191,12.143,0.004,19.443624,41.74191,2.3,0.49,-5.7e-05,-7e-06,1.69,0.34,1.72,1.63,0.4,1.68,0
,1,0,0,0,297.71402,315.5437,2455148.544,0.0,,0.8328,13.413,,1374.5,0.038734,0.24906,45.69,1.0187,89.38,706.0,58.76,105.3,0.0,0.0,0.1862,0.5242,9.398359,9.5327635,16.3,2,3.0,1.0,,,,4916.0,2.572,-0.48,10.801,1.587,,295.00153,43.171341,12.218,13.096,12.192,11.842,11.624,10.492,9.94,9.82,0.046,19.666766,43.171316,-0.11,-0.09,0.00014,0.00017,0.25,-0.77,0.81,0.2,-0.72,0.75,0
0.0,0,0,0,0,3.87594316,134.84758,2454967.848,0.0,,0.025,2.314,,58.6,0.00694,2.70101,0.68,0.0485,89.89,1081.0,323.21,12.897,0.0,0.0,0.2602,0.4096,3.5178986,10.725665,14.2,2,348.0,1.0,0.0121,,,5713.0,4.541,0.07,0.893,1.01,,280.2066,43.774288,12.75,13.21,12.671,12.553,12.522,11.595,11.302,11.218,0.327,18.680435,43.77411,-0.24,-0.64,-1.1e-05,3.5e-05,-0.09,0.87,0.87,-0.05,1.03,1.03,1
0.0,0,0,0,1,0.93373761,131.53,2454964.53,0.0,,0.041,3.303,,58.7,0.0069,0.24795,1.0,0.0184,88.96,2073.0,4359.29,2.25,0.0,0.0,0.2329,0.4554,3.4871702,8.886183,9.7,2,1442.0,1.0,0.7072,,,5534.0,4.17,0.14,1.326,0.948,,292.11447,47.729462,15.609,16.144,15.547,15.38,15.279,14.397,13.866,13.958,0.177,19.474386,47.72952,3.2,0.2,-0.000143,-9e-06,-0.25,-1.56,1.58,-0.32,-1.47,1.5,0
,1,0,0,0,0.687739345,131.73999,2454964.74,0.0,,0.4062,0.1866,,37.6,0.009357,705.22913,1.53,0.0168,89.38,2837.0,15318.29,26.03,0.0,0.0,0.3195,0.2688,8.866829,7.557003,11.0,2,1948.0,1.0,,,,6823.0,4.212,-0.14,1.493,1.332,,291.14532,49.365318,13.127,13.348,13.053,13.019,13.014,12.185,11.973,11.943,0.076,19.409712,49.36541,0.88,0.3,-2.7e-05,-8e-06,-0.18,0.45,0.48,-0.23,0.41,0.47,0
0.0,0,1,0,0,9.524076544,134.803805,2454967.804,0.0,,0.313,10.4891,,198400.0,0.410212,0.18314,151.0,0.0911,88.13,1390.0,882.28,9.5761,0.0,0.0,0.236,0.4473,1419.7094,12535.334,1942.5,1,0.0,1.0,-1.0,,,5180.0,3.428,-0.46,3.371,1.112,,288.91531,39.804981,15.145,15.803,15.113,14.863,14.711,13.737,13.29,13.179,0.0,19.261020435,39.80494508,0.01804,-0.12572,0.0034,0.001,0.0,0.005,0.005,0.054,-0.011,0.055,0
0.0,1,0,0,0,11.637858887,136.885517,2454969.886,0.0,,0.473,11.8851,,427950.0,0.666546,0.24126,77.01,0.104,87.74,895.0,151.54,11.9984,0.0,0.0,0.3032,0.3147,1716.9806,15089.309,2637.0,1,0.0,1.0,-1.0,,,6360.0,4.433,-0.2,1.058,1.105,,290.18271,41.21664,15.385,15.803,15.36,15.207,15.178,14.335,14.039,14.005,,19.345513175,41.21663587,-0.03353,-0.01487,,0.062,-0.006,-0.007,0.009,0.032,0.021,0.038,0
,0,1,0,0,50.900813,150.314465,2454983.314,,,,3.3,,,,,,,,,,,,,,,4.9803634,7.711879,,2,4.0,3.0,,,,,,,,,,282.71991,41.519379,9.666,9.874,9.597,9.554,9.563,8.792,8.669,8.559,0.006,18.847995,41.51951,0.02,0.47,8e-05,-0.000128,0.6,-4.0,4.03,1.0,-3.3,3.4,0
,0,1,1,0,14.5862195,135.2746,2454968.275,0.0,,0.0133,2.733,,202.2,0.013035,6.26831,1.17,0.1128,89.95,702.0,57.32,41.3,0.0,0.0,0.2949,0.3363,3.1280413,7.5464654,9.3,2,63.0,2.0,,,,5904.0,4.565,-0.42,0.819,0.899,,299.06693,47.895191,14.598,15.081,14.569,14.391,14.344,13.459,13.135,13.069,0.0,19.938087,47.90328,10.6,29.1,-0.00152,-0.00417,3.74,7.43,8.32,3.79,7.71,8.59,0
0.0,0,1,1,0,0.938074536,132.26984,2454965.27,0.0,,1.196,1.9618,,575.9,0.224211,0.0781,417.01,0.0224,38.92,5718.0,251840.36,1.537,0.0,0.0,0.1557,0.5667,5.0387244,14.443006,36.1,2,1096.0,2.0,1.0,,,4697.0,2.204,-0.42,17.032,1.691,,297.70847,40.30759,13.094,14.194,13.079,12.623,12.276,11.009,10.361,10.192,0.0,19.8473135,40.30856,3.36,3.48,-0.000347,-0.00039,2.388,1.833,3.01,2.431,1.853,3.057,0
0.0,0,1,1,0,0.698359996,131.7023,2454964.702,0.0,,1.247,1.4959,,774.1,0.277516,0.159,28.97,0.0156,38.82,1990.0,3702.25,1.6,0.0,0.0,0.2602,0.4096,3.4140449,12.203586,26.1,2,292.0,1.0,0.9476,,,5761.0,4.492,0.14,0.956,1.035,,281.64999,42.132061,15.183,15.611,15.107,14.999,14.873,13.933,13.58,13.441,0.0,18.776536,42.13351,-5.16,5.23,0.00233,-0.00278,-4.39,1.383,4.6,-4.5,1.257,4.67,0
,1,0,0,0,563.94854,145.5541,2454978.554,0.0,,0.0504,15.631,,872.9,0.026929,1.34397,2.55,1.3194,89.95,209.0,0.45,282.7,0.0,0.0,0.2796,0.3694,11.111294,8.817567,16.3,1,2.0,1.0,,,,5853.0,4.544,-0.18,0.868,0.961,,293.02545,38.213261,14.574,15.078,14.526,14.358,14.29,13.387,13.048,12.984,0.003,19.535059,38.21347,1.2,0.76,-0.0013,-0.00123,-0.2,-0.5,0.5,-0.2,-0.58,0.6,0
0.0,1,0,0,0,0.98376204,132.28418,2454965.284,0.0,,1.01,10.052,,55.0,0.02152,0.02072,12.44,0.0241,7.83,4203.0,73867.88,1.02,0.0,0.0,0.3038,0.292,3.5279438,8.80291,25.2,1,1101.0,1.0,0.7707,,,6431.0,3.276,-0.42,5.294,1.932,,295.08774,38.562061,12.745,13.087,12.713,12.598,12.57,11.762,11.525,11.475,0.0,19.672557,38.562,1.77,-0.21,-4.4e-05,-4e-06,0.77,-0.29,0.82,0.71,-0.48,0.86,0
0.0,1,0,0,0,2.403704619,131.5641527,2454964.564,0.0,,1.007,0.8927,,110.6,0.024505,0.21547,27.04,0.0503,75.56,3903.0,54903.0,4.037357,0.0,0.0,0.3092,0.3148,3.037881,10.0181265,1.4,2,571.0,2.0,0.3038,,,6244.0,2.897,0.07,10.105,2.936,,292.1059,38.83622,13.151,13.536,13.095,12.986,12.904,12.099,11.863,11.764,0.024,19.473704,38.83605,-0.91,-0.62,3.6e-05,2e-05,0.0,0.08,0.08,-0.03,0.14,0.14,0
0.0,0,1,0,0,33.65766894,178.48518,2455011.485,0.0,,0.306,40.787,,15380.0,0.111425,0.00518,78.44,0.1949,87.41,1211.0,508.66,6.769,0.0,0.0,0.1383,0.5921,46.60813,205.55244,519.2,1,38.0,1.0,0.0,,,4774.0,2.759,-0.32,6.447,0.871,,291.93008,39.072079,13.547,14.449,13.507,13.16,12.936,11.878,11.303,11.182,0.0,19.46200412,39.0720079,-0.079,-0.26,0.001,-0.001,0.004,0.04,0.04,-0.047,-0.154,0.161,0
0.0,1,0,1,0,0.892988877,131.56303,2454964.563,0.0,,0.71,2.4428,,85.0,0.009042,0.24113,2.94,0.0208,70.88,3285.0,27545.43,2.166,0.0,0.0,0.3044,0.3135,3.3761787,7.790252,43.8,1,1200.0,1.0,0.826,,,6228.0,3.668,-0.08,2.975,1.504,,295.72275,39.183449,13.013,13.366,12.944,12.862,12.82,11.987,11.667,11.647,0.0,19.714916,39.18116,2.8,-8.2,-4.1e-05,0.000121,-3.06,-12.25,12.62,-2.96,-12.36,12.71,0
0.0,1,0,1,1,0.705816203,131.94499,2454964.945,0.0,,1.133,5.55,,149.0,0.145356,0.05771,15.33,0.0158,9.7,2109.0,4650.24,1.15,0.0,0.0,0.2916,0.3447,3.5316377,9.831114,19.6,1,1232.0,1.0,0.6954,,,6106.0,4.487,-0.16,0.966,1.043,,295.3815,39.453732,15.062,15.523,15.004,14.864,14.772,13.851,13.531,13.441,0.0,19.692018,39.45458,-3.42,3.08,0.000157,-7.6e-05,0.167,0.891,0.906,-0.35,3.81,3.83,0
,0,1,0,1,374.51648,430.92524,2455263.925,0.0,,0.0139,6.088,,907420.0,0.941516,102.45007,73.1,0.937,89.95,220.0,0.55,912.0,0.0,0.0,0.3051,0.3243,5775.997,5918.7495,105.8,1,0.0,1.0,,,,5714.0,4.627,-0.74,0.711,0.78,,296.17712,39.439419,13.967,14.445,13.931,13.762,13.685,12.823,12.446,12.353,,,,,,,,,,,,,,0
,0,1,1,0,10.3482112,136.63763,2454969.638,0.0,,0.093,2.089,,255.1,0.014391,9.8668,1.29,0.0884,89.95,724.0,64.97,38.2,0.0,0.0,0.2223,0.4689,3.022445,7.6262884,8.4,2,125.0,2.0,,,,5383.0,4.543,-0.06,0.822,0.861,,296.52243,43.363369,15.911,16.591,15.841,15.62,15.448,14.437,14.033,13.865,0.0,19.768165,43.36473,0.1,4.9,-1e-05,-0.00142,1.24,3.49,3.7,1.22,3.36,3.57,0
0.0,1,0,0,0,1.7609276,132.30263,2454965.303,0.0,,0.29,5.189,,57.3,0.007102,0.10476,1.53,0.0361,83.55,2860.0,15818.72,2.58,0.0,0.0,0.2905,0.2434,3.881573,13.6367035,26.1,1,608.0,1.0,0.5596,,,8784.0,4.156,0.07,1.967,2.017,,296.23389,39.560089,13.505,13.541,13.492,13.545,13.587,12.915,12.868,12.789,0.744,19.748957,39.56,1.3,-0.31,-1.9e-05,1e-05,0.08,-0.2,0.21,0.1,-0.12,0.16,0
,1,0,0,0,321.24194284,451.2907139,2455284.291,,,,10.16,,,,,,,,,,,,,,,13.054047,7.345877,,1,3.0,1.0,,,,,,,,,,293.87805,39.789089,13.964,14.386,13.926,13.784,13.694,12.911,12.585,12.541,0.0,19.592025,39.78985,6.4,2.7,-0.00131,-0.00048,,,,,,,0
,1,0,0,0,1.463148937,132.34802,2454965.348,0.0,,1.0653,11.04,,168.0,0.080263,0.01096,15.82,0.0266,7.45,2371.0,7470.01,1.0744,0.0,0.0,0.3116,0.2872,8.280381,7.5382447,66.6,1,919.0,1.0,,,,6525.0,3.993,-0.36,1.805,1.167,,297.77371,39.739441,11.614,11.899,11.566,11.492,11.449,10.672,10.467,10.393,0.024,19.8515685,39.739539,-0.51,0.36,2e-05,-2e-06,0.08,0.16,0.17,0.03,0.3,0.3,0
,1,0,0,1,374.514471,430.92258,2455263.923,0.0,,1.0492,6.629,,440520.0,1.106412,66.062,139.55,1.0721,89.95,295.0,1.79,788.0,0.0,0.0,0.3109,0.3001,4476.751,3740.2493,130.3,1,0.0,1.0,,,,6446.0,4.381,-0.1,1.155,1.17,,295.82941,39.912182,14.505,14.877,14.443,14.345,14.324,13.42,13.131,13.143,,,,,,,,,,,,,,0
0.0,0,0,1,1,1.525924746,132.69258,2454965.693,0.0,,0.208,1.955,,74.1,0.007707,1.67657,8.86,0.0357,87.98,3786.0,48691.77,5.9094,0.0,0.0,0.1697,0.5559,4.2691593,8.32597,11.9,1,700.0,1.0,0.6303,,,5000.0,2.81,0.07,10.533,2.615,,295.31638,40.18652,12.705,13.517,12.638,12.357,12.159,11.022,10.503,10.427,0.0,19.687924,40.18747,6.83,3.42,-0.000339,-0.000147,12.091,2.96,12.448,12.076,3.038,12.452,0
,1,0,0,0,1.25383162,132.6237,2454965.624,0.0,,0.2204,7.68,,12.9,0.00332,0.03159,0.47,0.0238,80.79,2109.0,4677.63,1.38,0.0,0.0,0.3097,0.296,5.2055125,7.7295556,9.7,1,378.0,3.0,,,,6472.0,4.271,-0.2,1.299,1.146,,288.81137,40.361938,12.005,12.283,11.944,11.886,11.876,11.045,10.836,10.795,0.605,19.2540896,40.36192,-0.04,-0.07,1e-06,5e-06,0.24,-0.35,0.43,0.28,-0.2,0.35,0
0.0,1,0,0,0,12.82252496,137.3868282,2454970.387,0.0,,0.706,18.8,,19268.0,0.136252,0.0529,20.12,0.1074,84.75,915.0,165.54,7.71,0.0,0.0,0.2678,0.3958,4.3486066,17.860266,13.7,1,109.0,1.0,0.8933,,,5845.0,4.178,,1.352,1.003,,289.96063,40.479839,11.863,12.361,11.818,11.65,11.6,10.702,10.419,10.403,0.984,19.3307088,40.479823,0.01,-0.06,2e-06,-1e-06,-0.07,-1.42,1.43,-0.1,-1.46,1.46,0
0.0,0,0,1,1,0.648772102,131.74503,2454964.745,0.0,,0.368,2.614,,31.1,0.005062,0.30534,2.6,0.016,78.78,3758.0,47393.05,1.894,0.0,0.0,0.1784,0.5397,3.5814385,8.239934,15.0,1,1602.0,1.0,1.0,,,4973.0,3.208,-0.14,4.708,1.306,,283.78003,40.818779,11.693,12.365,11.647,11.405,11.271,10.245,9.75,9.709,0.0,18.918782,40.8198,4.65,3.68,-4.83e-05,-3.93e-05,,,,,,,0
,1,0,0,0,0.96391996,132.3687769,2454965.369,,,,3.01,,,,,,,,,,,,,,,28.281849,9.706936,,1,1387.0,1.0,,,,,,,,,,288.92908,40.917622,14.002,14.878,13.971,13.626,13.424,12.297,11.794,11.67,0.05,19.261947,40.91776,0.38,0.49,-3.7e-05,-1.7e-05,0.26,-0.1,0.28,0.23,0.06,0.24,0
0.0,1,0,0,0,0.93705132,132.0238,2454965.024,0.0,,0.773,4.808,,51.5,0.007173,0.04661,6.09,0.0261,53.27,5094.0,159426.96,1.293,0.0,0.0,0.3336,0.2633,4.0371485,11.689283,17.3,1,1431.0,1.0,0.6143,,,6691.0,3.088,0.07,7.781,2.703,,299.64996,41.113209,11.674,11.896,11.6,11.551,11.547,10.763,10.581,10.524,0.114,19.976656,41.11339,-0.35,0.64,3e-06,-1.17e-05,0.03,0.06,0.07,-0.01,0.03,0.03,0
,1,0,0,0,451.86579,254.8061,2455087.806,0.0,,0.379,13.47,,80.0,0.008445,1.27266,1.85,1.4744,89.95,464.0,10.97,239.5,0.0,0.0,0.2877,0.2317,10.090123,8.700826,12.0,1,3.0,1.0,,,,9024.0,4.154,0.07,2.005,2.092,,297.67926,41.613731,11.02,10.938,11.048,11.168,11.306,10.601,10.599,10.562,0.566,19.84525,41.61332,-1.4,-1.5,9e-05,0.00011,3.8,-1.3,4.0,3.7,-1.2,3.9,0
,1,0,0,0,491.52571,248.9249,2455081.925,0.0,,0.4713,12.43,,457.3,0.019534,1.59419,1.43,1.0629,89.95,159.0,0.15,273.0,0.0,0.0,0.0968,0.6419,5.3779454,7.729804,8.8,1,3.0,1.0,,,,4541.0,4.608,-0.16,0.669,0.661,,286.88757,41.75547,15.043,15.98,14.835,14.641,14.176,13.042,12.475,12.351,0.022,19.125888,41.75521,2.0,-0.9,-0.00099,0.00038,-2.62,-2.09,3.35,-2.79,-2.28,3.6,0
,1,0,0,0,411.54039644,185.353922,2455018.354,,,,17.33,,,,,,,,,,,,,,,15.953015,7.4720497,,1,4.0,1.0,,,,,,,,,,297.55707,41.78577,15.352,16.011,15.298,15.07,14.973,13.944,13.576,13.421,0.008,19.837055,41.78522,-3.3,-2.0,0.0014,0.00093,,,,,,,0
,1,0,0,0,480.03759,318.4745,2455151.475,0.0,,0.2596,16.25,,717.4,0.024293,0.91708,1.14,0.9212,89.95,109.0,0.03,223.5,0.0,0.0,0.3224,0.4064,7.615245,7.6112046,9.0,1,3.0,1.0,,,,3622.0,4.826,-0.1,0.43,0.451,,287.08438,41.95406,15.644,17.209,15.837,14.973,14.517,13.248,12.588,12.403,0.0,19.138997,41.95487,1.5,2.9,-0.001,-0.0019,-1.55,-3.52,3.85,-1.71,-3.89,4.25,0
,1,0,0,0,0.87985197,131.7662713,2454964.766,,,,1.3,,,,,,,,,,,,,,,9.035096,8.412301,,1,1483.0,1.0,,,,,,,,,,293.2829,41.969261,15.867,16.444,15.811,15.62,15.529,14.602,14.28,14.275,0.0,19.552139,41.96981,-2.2,2.0,0.00029,-0.00029,-0.04,0.04,0.06,-0.1,-0.07,0.12,0
0.0,1,0,1,0,0.592618966,132.09892,2454965.099,0.0,,0.083,0.811,,91.4,0.008852,9.68464,0.86,0.0137,89.15,2103.0,4626.58,5.64,0.0,0.0,0.2916,0.3447,4.143678,10.950261,14.9,1,2263.0,1.0,0.988,,,5926.0,4.532,-0.2,0.887,0.978,,286.45126,42.012489,14.973,15.456,14.917,14.766,14.69,13.714,13.351,13.333,0.0,19.097121,42.01618,14.9,13.3,-0.000983,-0.000884,4.231,6.067,7.396,4.146,5.919,7.227,0
0.0,1,0,0,0,0.532854237,131.93754,2454964.938,0.0,,0.618,3.231,,50.9,0.00685,0.13796,1.21,0.0133,60.98,3042.0,20292.47,1.275,0.0,0.0,0.3023,0.3153,3.7373984,9.753922,27.9,1,2513.0,1.0,0.6074,,,6266.0,4.067,-0.22,1.613,1.108,,297.58078,42.061459,13.644,14.067,13.594,13.462,13.347,12.443,12.222,12.133,0.938,19.838715,42.06137,-0.2,-0.3,6e-06,2e-06,0.05,0.41,0.42,0.04,0.36,0.37,0
0.0,1,0,1,1,0.566802672,131.81511,2454964.815,0.0,,0.128,3.545,,31.7,0.005053,0.15172,1.08,0.0127,84.63,2791.0,14458.31,1.371,0.0,0.0,0.1768,0.5357,3.608351,8.546892,14.3,1,2373.0,1.0,0.5889,,,5102.0,3.787,-0.32,1.961,0.86,,290.98584,42.595551,13.945,14.703,13.913,13.62,13.473,12.394,11.862,11.788,0.0,19.399071,42.5942,0.6,-4.9,-6e-06,4.5e-05,0.23,0.72,0.75,0.25,0.96,0.99,0
0.0,1,0,0,1,0.566796331,131.8335,2454964.834,0.0,,0.981,5.194,,114.8,0.013315,0.05994,1.5,0.0138,12.68,2411.0,7979.99,1.006,0.0,0.0,0.3032,0.3147,3.832677,10.296306,33.3,1,2009.0,1.0,0.8584,,,6319.0,4.447,-0.22,1.032,1.084,,291.0116,42.553822,15.322,15.733,15.286,15.146,15.099,14.241,13.915,13.948,0.0,19.400588,42.55252,-7.3,-4.7,0.00012,7.9e-05,-1.05,-0.54,1.18,-0.97,-0.38,1.04,0
0.0,1,0,1,1,0.566785459,131.82998,2454964.83,0.0,,0.588,2.893,,63.8,0.007606,0.17791,0.84,0.0139,66.0,2280.0,6410.46,1.446,0.0,0.0,0.2844,0.3661,3.0553424,11.893497,16.5,1,2371.0,1.0,0.906,,,6063.0,4.476,0.07,1.012,1.117,,291.19305,42.556541,15.329,15.814,15.265,15.121,15.09,14.174,13.836,13.804,0.018,19.412822,42.5574,-1.9,3.1,3.8e-05,-6.8e-05,-0.09,-1.73,1.73,-0.16,-1.78,1.79,0
0.0,1,0,1,1,0.566792936,131.8166,2454964.817,0.0,,0.467,2.846,,23.0,0.004525,0.21041,0.79,0.0133,72.22,3114.0,22251.32,1.529,0.0,0.0,0.3025,0.2923,11.816941,10.835607,14.3,1,2375.0,1.0,0.8296,,,6432.0,4.018,-0.72,1.603,0.977,,291.46033,42.581261,13.831,14.209,13.819,13.669,13.633,12.745,12.48,12.414,,19.430691,42.58168,0.1,1.5,-2e-06,,0.96,-1.08,1.45,0.89,-1.01,1.34,0
0.0,1,0,1,1,0.5668004,131.81997,2454964.82,0.0,,0.593,3.813,,93.2,0.009229,0.10533,0.88,0.0133,60.78,2222.0,5739.87,1.214,0.0,0.0,0.3029,0.3026,3.574189,9.035715,18.3,1,2011.0,1.0,0.9954,,,6215.0,4.543,-0.5,0.872,0.968,,291.49487,42.53331,15.77,16.224,15.742,15.576,15.49,14.622,14.319,14.303,0.173,19.43309,42.5341,4.0,2.9,-8.2e-05,-5.5e-05,0.76,-1.85,2.0,0.61,-1.88,1.98,0
,1,0,0,1,0.566793614,131.65376,2454964.654,0.0,,0.9476,5.723,,31.4,0.007232,0.06085,21.63,0.0133,20.63,7584.0,781981.98,1.011,0.0,0.0,-0.0752,0.8869,24.17128,11.654417,79.8,1,2358.0,1.0,,,,3789.0,1.549,0.56,27.384,0.969,,291.03226,42.650471,10.628,12.36,10.965,9.886,9.312,7.839,6.982,6.711,0.0,19.402111,42.65153,-1.59,3.8,1.63e-05,-3.9e-05,-0.9,1.7,1.9,-1.2,2.0,2.3,0
0.0,1,0,1,1,0.566798676,131.81422,2454964.814,0.0,,0.01,2.777,,59.9,0.007001,0.2808,0.68,0.0124,89.66,2051.0,4160.07,1.6832,0.0,0.0,0.2521,0.421,3.5324776,8.358847,12.8,1,2316.0,1.0,1.0,,,5490.0,4.436,-0.28,0.887,0.783,,291.3284,42.643028,15.591,16.217,15.539,15.323,15.184,14.176,13.739,13.582,0.0,19.42219,42.6429,11.8,-0.6,-0.000182,1e-05,0.93,-1.99,2.19,0.9,-2.09,2.27,0
