koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_srho,koi_prad,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff2,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky,is_confirmed
0.0,0,1,1,0,0.99466172,131.63284,1.244,1.576,1370.5,0.15589,31.84,51.84,1898.0,3078.85,2.01,0.2787,4.9155297,34.991142,21.5,1,1351.0,1.0,0.9909,5750.0,4.332,-0.38,1.021,0.816,300.439,44.663319,14.997,0.0,12.64,43.36,-0.00663,-0.02444,3.03,6.14,6.84,3.05,6.11,6.83,0
0.0,1,0,1,1,359.00688,295.8649,1.263,32.16,2015.8,0.0043,28.57,87.65,237.0,0.74,30.8,0.2787,22.019508,30.153585,35.3,2,4.0,1.0,-1.0,5715.0,4.537,-0.3,0.834,0.873,291.18866,38.751259,15.164,0.0,0.23,-0.5,0.0037,0.0012,1.9,-3.0,3.6,2.6,-3.2,4.1,0
0.997,0,0,0,0,1.138548215,132.46205,0.545,2.1482,66.2,0.63104,1.45,81.07,2537.0,9805.45,3.51,0.3025,3.5455213,25.864851,31.5,1,1178.0,1.0,0.2034,6520.0,4.01,-0.5,1.713,1.094,285.14658,39.370789,13.194,0.092,0.07,0.27,-3.4e-05,-1.7e-05,1.02,0.32,1.06,0.47,0.26,0.54,1
0.0,0,1,1,0,121.0598037,159.3454,1.2,3.112,1563.0,1.61086,1680.99,89.36,1792.0,2437.81,107.7,0.0022,21.021004,31.867895,16.6,1,24.0,1.0,0.0918,3942.0,1.101,-0.18,60.688,1.696,300.4682,44.981426,13.353,,4.99,-71.31,,0.05157,0.477,-12.75,12.759,0.58,-12.845,12.858,0
0.0,0,0,1,0,0.721335207,131.57505,0.103,1.509,31.8,1.83851,0.54,88.41,2162.0,5166.26,3.698,0.3029,3.3992531,8.377069,12.0,1,1857.0,1.0,0.9901,6328.0,4.489,-0.44,0.948,1.012,293.66803,42.223511,13.982,0.0,-15.7,-25.0,0.000358,0.000572,-3.698,-10.558,11.187,-3.588,-10.425,11.026,0
0.0,1,0,1,0,3.28274272,132.64464,0.967,8.9,292.8,0.00429,1.85,44.1,1136.0,392.7,1.347,0.2865,3.9228513,24.32057,68.2,1,413.0,1.0,0.4055,5741.0,4.533,-0.42,0.82,0.837,289.86264,49.637299,14.518,0.0,-5.95,-48.76,0.00091,0.00736,-1.884,-7.064,7.311,-1.759,-7.202,7.413,0
0.0,0,1,1,1,1.231361934,131.80783,0.972,5.433,471.0,0.01866,2.93,31.76,1839.0,2707.51,1.1436,0.2979,4.1423044,25.113312,94.7,1,1091.0,1.0,1.0,6095.0,4.378,-0.48,1.016,0.9,290.27328,47.986469,15.277,0.0,2.68,-4.92,-0.000317,0.000528,-1.93,-3.44,3.94,-2.03,-3.7,4.22,0
0.977,0,0,0,0,89.7224125,163.15815,0.742,10.963,263.7,0.19195,2.21,89.02,508.0,15.69,43.4,0.3025,7.40203,18.859211,25.6,2,13.0,2.0,0.5421,6429.0,4.241,-0.46,1.262,1.011,284.978,41.420158,13.838,0.048,-0.58,0.64,0.00011,-0.00019,0.09,0.79,0.79,0.25,0.12,0.27,1
0.989,0,0,0,0,7.12766417,136.00586,0.125,2.491,229.2,3.9606,1.21,89.67,784.0,89.24,21.99,0.186,3.1910152,13.530321,16.0,2,187.0,2.0,0.0085,5159.0,4.548,0.16,0.821,0.868,298.97217,44.132381,14.839,0.012,-0.29,1.09,0.00013,-0.00027,0.83,0.69,1.08,0.79,0.62,1.0,1
0.0,0,1,0,0,2.080431782,131.827995,0.771,7.4997,894200.0,0.64364,345.7,81.6,2719.0,12956.98,5.2808,0.2795,996.38525,9631.165,1585.2,1,0.0,1.0,-1.0,8344.0,4.04,-0.26,2.115,1.79,299.02353,41.82198,16.448,,1.62134,3.58929,,,-2.276,-6.19,6.593,-0.068,-0.031,0.075,0
0.0,1,0,0,0,1.157804607,132.448327,0.26,4.66082,605710.0,0.58919,118.11,85.71,2255.0,6116.99,3.4691,0.311,684.9937,5796.7534,1837.9,1,0.0,1.0,-1.0,6510.0,4.219,-0.12,1.425,1.228,297.18048,43.477112,14.62,,-0.09464,-0.05874,,,-0.001,0.002,0.002,-0.003,-0.072,0.072,0
0.0,0,1,0,0,19.979098,137.14659,0.576,10.5638,38418.0,0.16039,22.98,87.8,739.0,70.59,15.014,0.2965,93.440445,387.69925,449.1,1,30.0,1.0,0.0011,5907.0,4.296,-0.26,1.126,0.915,299.15503,40.288132,16.299,0.0,-1.0061,-2.8402,-0.013,-0.016,3.164,3.294,4.567,-0.034,-0.051,0.061,0
0.0,0,1,0,0,1.433262401,132.822635,0.382,6.2205,428560.0,0.2449,136.47,82.65,2691.0,12427.14,2.9849,0.3287,194.36592,2507.0483,599.8,1,0.0,1.0,-1.0,7311.0,4.013,-0.4,1.959,1.442,299.24063,41.621681,17.719,,,,,,-3.688,-6.6,7.56,-0.057,-0.329,0.334,0
0.0,0,1,0,0,23.8706941,136.9568,1.293,3.4812,6386.3,0.63272,49.6,87.23,711.0,60.38,26.7,0.2889,59.95881,106.91688,114.8,1,4.0,1.0,0.4508,6022.0,4.308,-0.1,1.166,1.007,285.8418,40.925449,14.219,0.775,-0.19,-0.22,0.0001,0.0004,-0.045,0.051,0.068,-0.156,-0.099,0.184,0
0.0,1,0,1,1,0.566769068,131.8681,0.773,3.011,40.0,0.12029,1.06,52.49,2661.0,11897.94,1.269,0.2544,3.6484218,12.520057,14.9,1,2358.0,1.0,0.9777,5496.0,3.998,-0.32,1.533,0.853,291.0571,42.583359,14.447,0.0,1.72,-1.56,-0.000104,8.6e-05,-1.62,-0.2,1.63,-1.7,-0.26,1.72,0
0.0,1,0,0,0,6.2820426,131.58905,0.989,7.941,1413.0,0.00732,23.76,66.52,2021.0,3938.81,2.481,0.3215,33.76541,197.13326,103.3,1,350.0,1.0,-1.0,6635.0,3.511,-0.32,3.798,1.705,295.61594,39.196709,11.059,,-48.9,-1.78,,0.000123,-9.177,-3.49,9.818,-9.228,-3.565,9.893,0
0.0,0,1,0,0,0.97430309,132.390205,1.169,2.1088,34976.0,0.66462,37.62,68.71,1643.0,1728.18,3.219,0.2787,100.92074,435.6346,224.0,1,776.0,2.0,-1.0,5688.0,4.583,-0.36,0.786,0.87,291.98416,38.088371,15.783,0.0,-0.3387,-1.4965,-0.002,-0.003,-0.33,1.0,1.06,-0.069,-0.188,0.2,0
0.0,1,0,1,1,119.686505,176.0608,1.221,29.33,842.7,0.00088,23.0,81.96,341.0,3.21,8.73,0.2787,11.262303,19.132133,27.1,2,8.0,3.0,0.6723,5715.0,4.537,-0.3,0.834,0.873,291.18866,38.751259,15.164,0.0,0.46,-1.98,0.00087,0.00145,2.99,-3.24,4.41,3.39,-3.04,4.55,0
0.0,1,0,0,0,53.556625,184.4892,0.879,16.18,3963.0,0.02358,26.31,86.7,1076.0,317.03,15.29,0.2948,11.5393305,43.35713,22.1,1,24.0,1.0,0.9912,7643.0,3.639,0.0,3.618,2.082,300.40677,44.414188,11.142,0.593,-0.041,0.151,0.0,0.0,-0.011,0.017,0.02,0.035,0.125,0.13,0
1.0,0,0,0,0,1.210693626,132.39306,0.597,1.434,159.1,1.94904,0.99,83.56,1351.0,784.51,5.33,0.1611,5.5344315,29.148912,41.6,2,881.0,1.0,0.8458,5014.0,4.559,-0.1,0.756,0.756,293.34497,39.257809,12.914,,0.34,0.37,,-6.2e-05,0.11,-0.19,0.22,0.18,-0.3,0.35,1
0.998,0,0,0,0,1.090011003,131.58066,0.531,1.5,174.8,1.80766,1.04,83.71,1402.0,911.28,4.84,0.1496,4.0664473,10.515363,12.6,2,1167.0,2.0,0.1812,5081.0,4.596,0.12,0.77,0.864,291.65952,50.583881,15.753,0.001,-0.5,-2.3,8e-05,0.00037,0.51,0.31,0.6,0.86,0.33,0.92,1
0.998,0,0,0,0,34.2115022,154.57508,0.034,4.947,273.8,2.48565,1.15,89.96,427.0,7.82,53.58,0.1611,4.961499,13.950242,20.7,3,39.0,3.0,0.0079,4955.0,4.61,-0.1,0.721,0.774,286.66296,47.4137,14.017,0.229,1.1,-2.17,-0.0002,-7e-05,-0.02,0.13,0.14,-0.3,0.3,0.4,1
0.0,0,1,0,0,7.061149921,134.558528,0.912,3.33515,131260.0,2.74167,43.71,87.3,842.0,118.87,19.333,0.2521,193.84457,1151.6815,631.5,1,92.0,1.0,0.9222,5585.0,4.564,-0.28,0.798,0.852,284.67484,47.340809,17.115,0.0,0.9614,-2.5209,0.03,-0.14,-0.9,4.94,5.02,0.357,0.417,0.549,0
0.0,0,1,0,0,2.682767439,131.570648,0.509,4.58143,394410.0,0.935,70.67,85.88,1310.0,695.41,7.0855,0.2622,213.28207,1816.9331,508.4,1,235.0,1.0,-1.0,5780.0,4.438,0.0,1.0,1.0,291.88657,44.224564,17.743,0.0,4.0888,-1.12132,0.3,-0.1,-10.732,3.049,11.157,0.082,0.0,0.082,0
0.0,0,1,1,1,3.711012492,132.488455,1.272,3.3394,7559.8,0.14411,46.24,74.36,1310.0,695.05,4.716,0.302,144.28458,848.8877,257.4,1,360.0,1.0,0.0,6141.0,4.365,-0.06,1.117,1.051,289.69757,38.408852,13.789,0.0,1.2713,-4.1365,-0.005,0.014,,,,,,,0
0.0,0,1,1,0,1.780982447,131.520134,0.002,3.4297,357700.0,1.4414,60.45,89.98,1502.0,1204.3,6.229,0.2622,293.65778,1986.1531,324.0,1,349.0,1.0,0.6817,5780.0,4.438,0.0,1.0,1.0,288.76028,50.176834,16.485,,-2.483,0.5785,,-0.1,-0.16,0.07,0.17,-3.746,1.627,4.084,0
0.0,0,1,0,0,1.815632406,131.9113803,1.04,3.35773,61574.0,0.40373,108.78,75.41,3429.0,32652.55,4.128,0.2917,492.16312,4258.92,1413.9,1,186.0,1.0,0.0,9954.0,4.07,0.07,2.408,2.485,291.63495,41.76569,14.42,0.0,0.0229,0.0659,-0.0087,-0.0007,0.012,0.003,0.013,0.04,0.02,0.04,0
0.0,0,1,0,0,205.5833309,234.746256,1.215,6.0353,24872.0,3.32051,42.69,89.64,323.0,2.58,195.0,0.3029,120.94677,275.90085,216.1,1,7.0,1.0,0.1257,6328.0,4.516,-0.5,0.915,1.0,291.52313,37.887642,15.247,0.0,0.587,-0.288,0.014,0.026,-0.33,-0.48,0.58,-0.003,0.087,0.087,0
0.0,0,1,0,0,4.309067482,134.71445,1.993,2.21,23647.0,2.34533,101.41,81.32,882.0,142.6,13.2,0.1496,40.764496,295.8657,82.0,1,137.0,1.0,0.2598,4897.0,4.526,0.08,0.789,0.761,294.29193,46.161968,16.77,0.0,0.277,-3.179,0.0038,-0.029,-0.427,6.08,6.09,0.017,-0.14,0.14,0
0.0,0,0,1,1,36.4721523,159.7848,0.738,2.673,52.6,5.19383,0.7,89.41,527.0,18.29,71.5,0.2676,3.2037315,7.8202724,7.7,1,35.0,1.0,0.7057,5853.0,4.529,-0.1,0.895,0.99,287.94504,42.413551,11.894,0.0,75.1,-12.4,-0.004846,0.000821,,,,,,,0
0.0,0,1,1,0,111.0396205,161.93506,0.851,25.751,9356.2,0.01884,8.6,87.89,335.0,2.97,23.071,0.2665,257.82126,520.8559,201.9,1,12.0,1.0,0.0,5470.0,4.509,-0.58,0.777,0.71,299.84598,40.84531,14.587,0.0,-1.938,1.276,0.071,-0.0475,-2.402,1.794,2.998,-2.414,1.707,2.957,0
0.001,0,1,0,0,3.187087241,132.8582,0.665,7.2897,129090.0,0.12597,928.96,80.61,4037.0,62743.06,4.0744,0.0899,99.290016,767.7464,197.0,1,164.0,1.0,0.0042,4599.0,2.137,0.07,23.673,2.799,290.19952,37.776989,16.988,,-1.2437,-0.3886,,0.01,5.4,2.3,5.9,-0.12,-0.153,0.194,0
0.0,0,1,0,0,1.023470248,131.703274,1.409,2.3804,129530.0,1.7256,100.39,72.05,1807.0,2522.39,4.57,0.2622,77.48953,1002.6385,262.2,1,607.0,1.0,0.0,5780.0,4.438,0.0,1.0,1.0,300.45883,43.936024,17.506,0.0,-0.9342,-1.8183,-0.11,-0.08,7.413,5.189,9.049,-0.016,-0.762,0.762,0
0.0,0,1,0,0,0.875267982,132.03224,1.258,1.6038,11701.0,0.58791,39.19,64.08,1910.0,3157.34,2.88,0.2865,9.449987,48.711205,44.9,1,648.0,1.0,0.6042,5821.0,4.402,-0.74,0.898,0.742,294.31912,49.532131,15.207,0.0,0.766,-0.458,-0.00338,0.00386,0.106,-0.113,0.155,0.11,0.056,0.123,0
0.0,0,1,0,0,5.55260695,132.08428,1.174,4.1178,727.6,0.02027,2674.69,68.53,6436.0,404932.04,3.21,-0.1206,158.3312,711.0138,60.7,1,114.0,1.0,0.9917,3306.0,0.273,0.02,116.965,0.935,292.4393,45.952358,9.687,0.0,-15.64,8.399,0.01837,-0.01042,-7.16,3.95,8.18,-7.361,3.756,8.264,0
0.0,1,0,0,1,2.347479696,133.67205,1.051,26.25,81996.0,0.01098,60.5,44.47,1502.0,1207.51,1.4734,0.2889,13.670988,25.107641,261.1,1,573.0,1.0,0.5664,5891.0,4.305,-0.14,1.138,0.953,298.28323,45.130939,14.177,0.0,-1.88,-3.24,0.000349,0.00064,-0.39,-0.549,0.67,-2.581,-2.908,3.888,0
0.0,0,1,0,1,1.13353095,132.4414,0.117,3.17,18.5,0.31896,0.49,87.59,2006.0,3840.87,2.79,0.3032,4.0540066,7.2643948,11.1,1,1187.0,1.0,0.2444,6318.0,4.36,-0.18,1.121,1.046,291.15805,42.576279,13.145,0.058,-0.9,-1.3,2.7e-05,1.4e-05,-0.9,-0.51,1.02,-0.79,-0.62,1.01,0
0.005,0,1,1,1,0.890745373,131.884401,0.599,1.9215,120030.0,1.94413,36.92,82.06,1892.0,3015.62,4.336,0.2622,35.15732,393.88556,239.6,1,702.0,1.0,-1.0,5780.0,4.438,0.0,1.0,1.0,295.78812,42.846355,18.59,0.0,-0.6178,-1.2031,0.0,0.0,5.066,6.343,8.118,-0.637,-1.358,1.5,0
0.0,0,0,0,0,440.7843755,139.3535,0.424,21.693,2579.0,0.32019,7.23,89.84,308.0,2.14,148.7,0.3036,45.36241,79.50336,181.0,2,4.0,1.0,0.2929,6340.0,4.163,-0.38,1.393,1.031,288.47485,40.65136,13.771,0.0,0.09,-0.301,-0.00107,-1e-05,0.42,0.15,0.45,0.32,0.0,0.32,1
0.0,0,1,0,0,2.723858181,133.57632,0.913,1.4313,5497.0,1.66376,7.13,83.95,900.0,154.53,8.67,0.0604,29.123955,170.29684,23.8,1,244.0,1.0,0.0025,4416.0,4.57,0.4,0.733,0.728,289.34863,50.482861,15.561,0.0,0.234,0.185,-0.0041,-0.002,0.038,0.063,0.074,0.102,0.391,0.404,0
0.0,1,0,0,0,0.635441862,131.966607,0.872,1.9827,147610.0,1.59413,56.3,74.39,2118.0,4750.98,3.24,0.2622,113.846985,1293.5813,317.1,1,978.0,2.0,-1.0,5780.0,4.438,0.0,1.0,1.0,285.08014,39.183899,16.675,0.0,0.0434,-3.6849,0.0,-0.1,-0.47,7.13,7.14,-0.007,0.375,0.375,0
0.0,0,1,1,0,3.255189932,134.6015,0.447,2.7117,119.2,1.03424,1.39,86.93,1390.0,880.52,8.34,0.2678,5.5621457,27.806814,38.3,1,414.0,1.0,0.9443,5807.0,4.23,-0.02,1.256,0.977,292.52734,40.745201,13.088,0.0,-18.29,-62.77,0.001967,0.006474,-3.157,-7.326,7.978,-3.065,-7.202,7.827,0
0.0,0,1,1,1,2.531140101,132.49471,1.249,20.399,11786.0,0.00873,32.12,29.52,1100.0,346.06,1.435,0.2075,7.995049,19.587814,304.2,1,458.0,1.0,0.3993,5325.0,4.607,-0.22,0.75,0.84,298.57938,40.365108,15.209,0.0,12.19,-2.15,-0.00377,0.00054,0.189,0.089,0.209,8.547,-1.41,8.662,0
1.0,0,0,0,0,0.938750221,131.68256,0.013,1.3568,280.7,3.37522,1.46,89.86,1676.0,1874.28,5.397,0.224,4.5827007,38.891384,47.4,1,1427.0,1.0,0.1124,5497.0,4.527,0.16,0.886,0.964,296.05405,45.827049,14.86,0.004,0.7,-0.11,-0.000188,-3e-05,0.21,-0.12,0.24,0.19,-0.15,0.24,1
0.0,0,1,1,0,2.992704682,133.29518,0.647,1.2585,361.1,6.17945,7.86,87.41,2328.0,6932.19,14.3,0.2928,5.389117,35.13885,39.9,1,448.0,1.0,0.8931,5908.0,3.497,0.12,3.915,1.755,299.55338,45.522049,13.957,0.0,-0.78,-0.18,0.00056,0.00059,-1.37,0.14,1.38,-1.35,0.12,1.35,0
0.0,0,1,0,0,6.12810722,137.03456,1.159,2.824,2336.0,0.12457,39.52,79.36,1513.0,1237.9,6.28,0.3342,6.6188126,37.423534,17.5,1,216.0,1.0,0.822,7245.0,4.158,-0.14,1.667,1.46,293.5192,41.671791,13.186,0.0,-0.228,0.17,0.0006,-0.0004,-0.03,0.04,0.05,0.02,0.02,0.03,0
0.0,0,1,1,1,2.115511511,131.99137,1.278,8.5116,25805.0,0.03487,36.16,50.75,897.0,152.34,2.02,0.0443,553.83307,1857.7231,153.3,1,537.0,1.0,0.5729,4188.0,4.615,0.18,0.661,0.656,287.17935,38.433701,15.582,,-33.894,3.4462,,,,,,,,,0
0.0,0,1,0,0,2.446736567,133.968534,0.477,5.0201,415860.0,0.67952,71.52,85.43,1351.0,788.17,5.9911,0.2622,242.03134,2132.9998,1037.3,1,256.0,1.0,-1.0,5780.0,4.438,0.0,1.0,1.0,298.95847,40.863552,17.991,0.0,3.7183,-1.6798,0.3,-0.1,-7.223,2.741,7.726,-0.165,-0.227,0.281,0
0.0,0,1,0,0,21.3779536,157.8164,0.0,24.872,255240.0,0.03653,173.18,90.0,1062.0,300.32,9.592,0.1747,306.1492,742.61383,101.9,1,0.0,1.0,-1.0,4905.0,3.3,-0.24,3.484,0.883,293.65988,40.361942,19.065,0.0,0.53574,5.28368,0.0,0.0,-0.037,0.031,0.048,0.587,8.27,8.291,0
0.0,0,1,0,0,4.350460215,132.27239,4.203,2.5276,50424.0,7.51067,533.08,77.61,1472.0,1107.34,19.59,0.3105,140.194,1089.3527,247.2,1,143.0,1.0,0.4123,6585.0,4.208,-0.3,1.416,1.185,290.22836,40.355389,15.929,0.0,2.0849,0.9997,0.047,0.018,-8.756,-3.986,9.621,0.09,0.14,0.166,0
0.0,0,1,1,1,22.77194512,133.84261,1.263,10.1995,30246.0,0.09766,251.93,84.78,1254.0,584.54,13.885,0.2367,264.02286,916.9888,208.6,1,47.0,1.0,0.9565,5073.0,3.02,-0.76,4.61,0.812,298.91165,47.658298,13.436,0.0,4.1399,-1.6261,-0.12,0.11,3.639,-1.673,4.006,4.083,-1.593,4.383,0
0.808,0,0,0,0,67.844689,149.5007,0.368,11.757,211.2,0.29634,2.65,89.49,592.0,29.08,41.6,0.2865,4.5720525,11.233441,18.9,2,22.0,2.0,0.7957,5878.0,4.005,0.24,1.812,1.212,296.06433,45.428619,13.996,0.044,-0.43,-0.78,0.0001,0.00018,0.32,0.48,0.58,0.31,0.56,0.64,1
1.0,0,0,0,0,27.3214242,154.29833,0.983,4.836,279.6,0.04624,3.61,85.39,705.0,58.35,12.22,0.2286,3.666248,11.854798,14.9,3,46.0,2.0,0.8682,5592.0,4.115,0.16,1.451,1.0,289.19958,49.305721,14.513,0.663,0.7,-0.3,-0.00017,-3e-05,-0.13,-0.26,0.29,-0.33,-0.72,0.79,1
0.0,0,1,0,0,9.84883968,135.993,1.25,5.7425,22012.0,0.17021,63.42,82.49,1134.0,390.19,9.56,0.3136,53.926098,213.81245,236.6,1,25.0,2.0,0.5741,6938.0,4.281,-0.44,1.31,1.198,295.33884,40.037289,16.35,0.0,0.093,-0.365,-0.0057,-0.005,0.094,0.06,0.111,0.002,-0.079,0.079,0
0.0,1,0,0,0,10.23335969,139.7882155,,7.55,,,,,,,,,11.7870655,42.023613,,2,132.0,2.0,0.6944,,,,,,301.11429,44.825802,11.614,0.0,-0.67,-0.06,0.000235,1.9e-05,-0.19,0.01,0.19,-0.19,0.05,0.196,0
0.0,0,1,0,0,227.6625222,232.241995,1.25,5.5072,13895.0,2.94428,44.24,89.64,319.0,2.46,200.6,0.2965,96.190254,199.18625,227.5,1,6.0,1.0,0.0806,6124.0,4.414,-0.34,1.007,0.959,290.58289,48.960411,14.984,0.0,-0.201,0.52,0.0024,-0.0025,-0.05,0.02,0.054,-0.101,0.39,0.4,0
0.0,0,1,1,1,1.06100873,132.521276,0.882,2.6715,6367.1,0.16912,9.14,65.89,1568.0,1434.99,2.159,0.1324,59.39428,448.16425,174.9,1,1074.0,1.0,0.0795,5080.0,4.417,0.44,0.947,0.855,297.87793,40.10471,15.564,0.0,29.723,59.482,-0.1958,-0.3866,0.318,0.897,0.952,1.05,7.612,7.684,0
0.0,0,1,0,0,0.623393802,131.599128,1.137,1.40392,30192.0,1.3918,28.21,68.18,1379.0,849.08,3.058,0.0853,72.833176,1162.0043,867.8,1,1680.0,1.0,0.8952,4330.0,4.628,-0.14,0.639,0.632,294.31943,46.619598,16.18,0.0,-0.3348,-0.5063,0.0085,0.007,-0.719,-0.219,0.752,-0.656,-0.762,1.005,0
0.761,0,0,0,0,0.65355361,132.058957,1.226,1.63,4595.9,0.32692,22.95,50.98,1437.0,1004.07,1.947,0.0775,17.320908,156.91629,217.4,1,2040.0,1.0,0.7783,4550.0,4.622,-0.18,0.66,0.666,290.96622,51.504719,15.692,0.001,0.055,0.986,-0.00072,-7e-05,0.005,-0.023,0.024,-0.048,0.191,0.197,1
1.0,0,0,0,0,2.3702932,133.6801,0.003,1.666,224.8,4.51766,1.29,89.98,1256.0,588.1,11.03,0.2622,3.329402,9.094969,7.0,2,348.0,2.0,0.7958,5668.0,4.545,-0.02,0.868,0.963,294.51126,38.790501,15.54,0.0,1.7,-2.19,-0.00055,0.00034,-0.55,0.8,0.97,-0.54,0.75,0.92,1
0.0,0,1,0,1,0.566793534,131.8368,0.06,4.714,92.4,0.08663,122.64,86.99,14667.0,10947554.55,1.1373,-0.1113,4.0899677,13.638375,40.4,1,2371.0,1.0,0.8556,3420.0,0.269,-0.18,138.056,1.291,291.18686,42.591022,11.476,0.0,-1.38,-2.27,0.000131,4.1e-05,-5.99,0.09,5.99,-1.59,-1.31,2.06,0
0.0,0,1,0,0,1.873380717,131.795634,0.27,10.1083,538720.0,0.09512,89.79,84.05,1669.0,1830.27,2.60349,0.2916,1740.5138,8548.616,1513.7,1,422.0,1.0,-1.0,5992.0,4.283,-0.22,1.171,0.96,290.47421,38.427368,14.807,0.0,3.764,-1.11037,1.19,-0.27,-6.91,1.82,7.15,-0.073,0.093,0.118,0
0.0,0,1,1,1,1.87337894,131.796393,0.883,9.1328,5444.0,0.0139,51.11,49.91,2925.0,17342.01,1.3713,0.1313,81.88258,706.30725,223.1,1,725.0,1.0,0.9758,4740.0,2.9,-0.1,5.721,0.949,290.47714,38.42691,12.708,,-88.35,18.092,0.3048,,-8.127,1.863,8.338,-8.334,1.752,8.516,0
0.0,0,1,1,0,7.50023955,137.38848,1.194,2.916,273.2,0.02282,21.06,72.99,901.0,155.6,4.08,0.2622,21.286016,33.801666,29.0,1,143.0,1.0,0.4688,5849.0,4.517,-0.02,0.919,1.014,295.36914,40.787121,13.61,0.0,16.82,-82.77,-0.003746,0.0179,1.501,-7.958,8.098,1.415,-7.922,8.047,0
0.0,0,1,0,0,23.6270348,150.0362,1.096,11.481,8433.0,0.02401,21.71,82.94,560.0,23.17,8.91,0.2043,23.727076,65.850716,78.4,1,25.0,1.0,0.9747,5305.0,4.477,-0.08,0.857,0.805,299.21881,44.181862,16.375,0.0,4.102,-2.6829,0.0014,-0.0027,-4.764,6.109,7.747,3.034,1.217,3.269,0
0.0,1,0,0,0,0.716709897,132.050846,1.182,0.7466,932.5,0.64656,66.73,62.96,3124.0,22605.13,2.6,0.236,6.0762014,33.366905,47.6,1,1865.0,1.0,0.0293,5173.0,3.471,-0.72,2.742,0.811,282.19843,46.52029,12.224,0.0,-1.081,1.598,-0.000728,0.000797,4.73,-5.66,7.37,-0.048,-0.18,0.186,0
0.0,0,1,1,1,2.248063246,132.75441,1.225,5.1297,631.7,0.01244,30.38,34.85,1566.0,1421.38,1.492,0.3029,10.962096,43.34529,87.9,1,475.0,1.0,0.6305,6325.0,4.409,-0.04,1.112,1.157,294.77063,39.751202,14.434,0.0,-22.01,0.5,0.006525,0.000296,-6.921,3.046,7.561,-7.008,3.453,7.813,0
0.0,1,0,0,0,63.3278636,165.22656,0.003,47.0744,11515.0,0.00676,54.17,89.99,896.0,152.49,11.2744,0.1874,22.31733,58.87434,619.6,1,23.0,3.0,0.0,4919.0,2.979,-0.38,5.198,0.938,291.55862,44.48819,10.42,0.013,0.643,0.222,-0.0004,-0.0002,1.1,0.64,1.2,1.4,0.67,1.5,0
1.0,0,0,0,0,219.3215562,320.72862,0.244,12.4124,3628.7,1.04654,6.11,89.9,313.0,2.27,138.6,0.2844,30.562717,55.7129,93.8,2,5.0,1.0,0.9405,6063.0,4.476,0.07,1.012,1.117,287.47763,46.141178,15.273,0.0,-0.1,-0.02,-0.00034,-0.00212,0.11,-0.04,0.11,0.11,-0.09,0.14,1
0.0,0,1,0,0,245.4382021,361.302835,1.001,14.502,11312.0,0.1611,19.17,89.28,289.0,1.66,80.05,0.2676,271.0398,571.74677,844.7,1,6.0,1.0,0.3423,5637.0,4.383,-0.14,0.99,0.866,298.7836,43.854832,12.777,0.907,0.216,0.007,6e-05,2e-05,-0.03,-0.018,0.03,0.16,0.094,0.184,0
0.0,0,1,0,0,178.4129899,218.225235,0.936,2.9298,37510.0,36.83295,33.24,89.86,361.0,4.0,395.7,0.2868,302.33316,616.24414,535.1,2,8.0,1.0,0.0,6078.0,4.346,0.0,1.148,1.064,288.32785,38.627621,13.944,0.0,0.565,0.003,0.057,0.002,-0.355,0.006,0.355,0.064,0.103,0.121,0
0.0,1,1,0,0,178.44973004,217.6718259,,12.86,,,,,,,,,4.8043222,10.351632,,2,8.0,2.0,0.9834,,,,,,288.32785,38.627621,13.944,0.001,-2.5,-0.7,0.0012,0.00019,1.3,-1.6,2.0,1.7,-1.5,2.3,0
0.0,0,1,0,0,2.192004364,132.218114,1.003,3.075,99583.0,0.93609,37.56,80.68,1118.0,369.54,6.195,0.2337,201.22292,1443.7096,298.7,1,285.0,1.0,0.0,5306.0,4.642,-0.48,0.687,0.765,290.93845,37.701172,16.654,0.0,-0.6759,-0.4968,-0.046,0.05,1.01,-0.14,1.02,0.016,-0.119,0.12,0
0.0,0,1,0,0,3.900109346,133.380544,0.733,3.9037,126190.0,0.90457,40.37,85.32,1160.0,427.83,8.9932,0.2711,199.17926,1564.6682,448.0,1,162.0,1.0,0.8683,5791.0,4.424,-0.18,0.969,0.91,290.34445,38.377071,16.597,0.0,3.3937,0.5343,0.087,0.02,-4.201,-0.657,4.252,-0.082,-0.171,0.19,0
0.0,0,1,0,0,1.471060209,132.27522,0.895,4.3708,148440.0,0.33132,165.15,74.54,3693.0,43941.18,3.3591,0.2823,703.5624,4624.7104,563.0,2,235.0,1.0,-1.0,8749.0,3.806,-0.28,2.911,1.979,295.74377,50.830921,15.009,0.0,0.1898,0.4058,-0.04,0.02,0.079,-0.005,0.079,-0.102,-0.044,0.111,0
